sample_id,phi_prediction,phi_response,oracle_model_to_route
mmlu-high-school-macroeconomics.val.127,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mixtral-8x7b-chat
mmlu-formal-logic.val.82,meta/code-llama-instruct-34b-chat,D) (∀x)[Bx ⊃ (∃y)(Ny • Lxy)],claude-instant-v1
hellaswag.val.7968,claude-v2,claude-v2,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.4037,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
mmlu-global-facts.val.6,zero-one-ai/Yi-34B-Chat,zero-one-ai/Yi-34B-Chat,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1409,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mistral-7b-chat
mmlu-high-school-microeconomics.val.133,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3926,claude-v2,claude-v2,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.389,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3378,claude-v2,claude-v2,zero-one-ai/Yi-34B-Chat
winogrande.dev.647,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.180,meta/llama-2-70b-chat,B) All of these options,mistralai/mixtral-8x7b-chat
arc-challenge.test.959,mistralai/mixtral-8x7b-chat,mistralai/mixtral-8x7b-chat,mistralai/mistral-7b-chat
mmlu-professional-law.val.558,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,gpt-4-1106-preview
mmlu-high-school-psychology.val.109,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mixtral-8x7b-chat
grade-school-math.dev.5826,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-psychology.val.206,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.763,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6880,claude-v1,A) title,zero-one-ai/Yi-34B-Chat
hellaswag.val.6222,claude-v2,claude-v2,zero-one-ai/Yi-34B-Chat
mmlu-high-school-microeconomics.val.49,WizardLM/WizardLM-13B-V1.2,A) WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
arc-challenge.test.59,WizardLM/WizardLM-13B-V1.2,A) NaCl + H_{2}O,mistralai/mistral-7b-chat
mmlu-high-school-psychology.val.532,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
mmlu-electrical-engineering.val.72,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mixtral-8x7b-chat
arc-challenge.val.125,claude-v1,claude-v1,mistralai/mixtral-8x7b-chat
mmlu-professional-psychology.val.581,meta/llama-2-70b-chat,meta/llama-2-70b-chat,claude-instant-v1
hellaswag.val.9534,mistralai/mixtral-8x7b-chat,mistralai/mixtral-8x7b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-human-aging.val.140,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3972,claude-v1,gpt-3.5-turbo-1106,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.1172,gpt-4-1106-preview,gpt-4-1106-preview,claude-instant-v1
grade-school-math.dev.1844,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2702,claude-v1,claude-v1,mistralai/mistral-7b-chat
grade-school-math.dev.6893,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2730,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4709,gpt-3.5-turbo-1106,gpt-3.5-turbo-1106,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.360,claude-v2,claude-v2,mistralai/mistral-7b-chat
mmlu-human-sexuality.val.63,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
mmlu-college-medicine.val.154,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
grade-school-math.dev.6302,gpt-4-1106-preview,gpt-4-1106-preview,meta/llama-2-70b-chat
grade-school-math.dev.2020,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
mmlu-high-school-world-history.val.163,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
mmlu-econometrics.val.76,claude-v1,B) (ii) and (iv) only,WizardLM/WizardLM-13B-V1.2
consensus_summary.dev.13,meta/llama-2-70b-chat,meta/llama-2-70b-chat,claude-v1
hellaswag.val.10012,claude-v1,"A) title: Present the soccer ball to your child on a special day, maybe their birthday. [step] This will help your child to associate it with a fun occasion, seeing it as a gift and an opportunity to learn something",mistralai/mistral-7b-chat
arc-challenge.val.282,claude-v1,claude-v1,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.93,zero-one-ai/Yi-34B-Chat,zero-one-ai/Yi-34B-Chat,mistralai/mixtral-8x7b-chat
mmlu-world-religions.val.11,claude-v1,claude-v1,mistralai/mixtral-8x7b-chat
winogrande.dev.742,claude-v1,A) Samuel,mistralai/mistral-7b-chat
mmlu-electrical-engineering.val.135,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,zero-one-ai/Yi-34B-Chat
mmlu-elementary-mathematics.val.233,mistralai/mixtral-8x7b-chat,mistralai/mixtral-8x7b-chat,no_model_correct
mmlu-world-religions.val.44,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mixtral-8x7b-chat
consensus_summary.dev.292,meta/llama-2-70b-chat,meta/llama-2-70b-chat,claude-instant-v1
mmlu-clinical-knowledge.val.142,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mixtral-8x7b-chat
mmlu-high-school-geography.val.73,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5893,claude-v1,claude-v1,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.1110,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,no_model_correct
mmlu-business-ethics.val.77,zero-one-ai/Yi-34B-Chat,zero-one-ai/Yi-34B-Chat,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.138,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mixtral-8x7b-chat
grade-school-math.dev.4374,gpt-4-1106-preview,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1169,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.278,gpt-4-1106-preview,gpt-4-1106-preview,claude-instant-v1
mmlu-high-school-psychology.val.475,meta/code-llama-instruct-34b-chat,B) DSM-5,WizardLM/WizardLM-13B-V1.2
bias_detection.dev.62,meta/llama-2-70b-chat,"meta/llama-2-70b-chat

Reasoning: The sentence provided is a direct quote from President Biden, which is a clear example of a quote. It does not contain any personal view, judgement",mistralai/mixtral-8x7b-chat
arc-challenge.test.667,claude-v1,claude-v1,mistralai/mistral-7b-chat
accounting_audit.dev.6,gpt-4-1106-preview,gpt-4-1106-preview,claude-instant-v1
hellaswag.val.7030,meta/llama-2-70b-chat,"B) [substeps] Ask yourself how much time you spend with your spouse, then compare that to the amount of time you spend at work (excluding the time you must spend working), with friends, with family, or online. E",zero-one-ai/Yi-34B-Chat
hellaswag.val.8370,claude-v1,A) Choose the type and size of machines that best meet your location needs.,mistralai/mistral-7b-chat
mmlu-international-law.val.119,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
