sample_id,phi_prediction,phi_response,oracle_model_to_route
mmlu-high-school-macroeconomics.val.127,claude-v2,claude-v2,mistralai/mixtral-8x7b-chat
mmlu-formal-logic.val.82,WizardLM/WizardLM-13B-V1.2,D,claude-instant-v1
hellaswag.val.7968,claude-v2,B,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.4037,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-global-facts.val.6,claude-v2,claude-v2,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1409,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mistral-7b-chat
mmlu-high-school-microeconomics.val.133,claude-v2,claude-v2,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3926,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.389,meta/llama-2-70b-chat,"C) Wrong, Not wrong",WizardLM/WizardLM-13B-V1.2
hellaswag.val.3378,claude-v2,C,zero-one-ai/Yi-34B-Chat
winogrande.dev.647,claude-v2,claude-v2,WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.180,claude-v2,B,mistralai/mixtral-8x7b-chat
arc-challenge.test.959,WizardLM/WizardLM-13B-V1.2,Model D,mistralai/mistral-7b-chat
mmlu-professional-law.val.558,claude-v2,claude-v2,gpt-4-1106-preview
mmlu-high-school-psychology.val.109,claude-v2,D) Mania,mistralai/mixtral-8x7b-chat
grade-school-math.dev.5826,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-psychology.val.206,claude-v2,B,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.763,claude-v2,C,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6880,claude-v2,A,zero-one-ai/Yi-34B-Chat
hellaswag.val.6222,claude-v2,B,zero-one-ai/Yi-34B-Chat
mmlu-high-school-microeconomics.val.49,claude-v2,claude-v2,mistralai/mistral-7b-chat
arc-challenge.test.59,WizardLM/WizardLM-13B-V1.2,Model A (WizardLM/WizardLM-13B-V1.2),mistralai/mistral-7b-chat
mmlu-high-school-psychology.val.532,claude-v2,Model C,WizardLM/WizardLM-13B-V1.2
mmlu-electrical-engineering.val.72,claude-v2,B) LED,mistralai/mixtral-8x7b-chat
arc-challenge.val.125,claude-v2,Model B (claude-v2),mistralai/mixtral-8x7b-chat
mmlu-professional-psychology.val.581,claude-v2,Model C,claude-instant-v1
hellaswag.val.9534,claude-v2,C,WizardLM/WizardLM-13B-V1.2
mmlu-human-aging.val.140,claude-v2,Model D,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3972,meta/llama-2-70b-chat,meta/llama-2-70b-chat,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.1172,claude-v2,B,claude-instant-v1
grade-school-math.dev.1844,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2702,claude-v2,Model A,mistralai/mistral-7b-chat
grade-school-math.dev.6893,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2730,claude-v2,D,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4709,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.360,claude-v2,claude-v2,mistralai/mistral-7b-chat
mmlu-human-sexuality.val.63,claude-v2,B,WizardLM/WizardLM-13B-V1.2
mmlu-college-medicine.val.154,WizardLM/WizardLM-13B-V1.2,Model C,mistralai/mistral-7b-chat
grade-school-math.dev.6302,meta/llama-2-70b-chat,meta/llama-2-70b-chat,meta/llama-2-70b-chat
grade-school-math.dev.2020,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mistral-7b-chat
