sample_id,phi_prediction,phi_response,oracle_model_to_route
mmlu-professional-law.val.1247,mistralai/mixtral-8x7b-chat,B) WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.89,gpt-4-1106-preview,D) gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4617,mistralai/mistral-7b-chat,"C) Resist the urge to interrupt what they're saying. [substeps] Let them get their entire message across before giving your response.

Reasoning:
The prompt is about how to accept an apology from a",zero-one-ai/Yi-34B-Chat
grade-school-math.dev.5357,gpt-4-1106-preview,gpt-4-1106-preview,meta/llama-2-70b-chat
hellaswag.val.2731,mistralai/mistral-7b-chat,"mistralai/mistral-7b-chat

Reasoning:
The prompt describes a situation where a man is searching for his missing dog, which he paid to cut the grass. The most relevant answer would be one that",WizardLM/WizardLM-13B-V1.2
hellaswag.val.9797,mistralai/mistral-7b-chat,"D) Read as much as you can, and most importantly, trust your gut. Below are some examples of poly-specific abuse patterns.

Reasoning:
The prompt is asking for guidance on how to address abuse in",zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.570,gpt-4-1106-preview,"gpt-4-1106-preview

Reasoning:
The prompt requires knowledge of legal concepts, specifically the degrees of criminal involvement and the likely legal outcome for the defendant. The model with the highest correctness",zero-one-ai/Yi-34B-Chat
hellaswag.val.1836,mistralai/mistral-7b-chat,"mistralai/mistral-7b-chat

Reasoning:
The prompt describes a scene involving children playing around a Christmas tree, which does not directly relate to any of the options provided. However, since we must choose",WizardLM/WizardLM-13B-V1.2
hellaswag.val.2769,mistralai/mistral-7b-chat,"mistralai/mistral-7b-chat

Reasoning:
The prompt describes a scene that is likely to be depicted in a cartoon, which suggests a need for a model that can handle creative and imag",mistralai/mistral-7b-chat
mmlu-professional-law.val.485,meta/code-llama-instruct-34b-chat,"meta/code-llama-instruct-34b-chat

Reasoning:
The prompt involves understanding the constitutional powers of the President and the separation of powers in the United States government. The correct model should have a",claude-instant-v1
hellaswag.val.2850,mistralai/mistral-7b-chat,"mistralai/mistral-7b-chat

Reasoning:
The prompt describes a scene where a woman in a white sweater is holding a violin and stick, and is talking to the camera. The most relevant",WizardLM/WizardLM-13B-V1.2
mmlu-business-ethics.val.54,meta/code-llama-instruct-34b-chat,"B) Ethics of duty, Ethics of rights and justice, Principle",WizardLM/WizardLM-13B-V1.2
bias_detection.dev.265,mistralai/mistral-7b-chat,"mistralai/mistral-7b-chat

Reasoning:
The sentence provided is a direct quote from a person, Marat Gabidullin, expressing his doubt about the group's existence without the leadership",no_model_correct
consensus_summary.dev.5,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,claude-v1
hellaswag.val.3051,mistralai/mistral-7b-chat,"mistralai/mistral-7b-chat

Reasoning:
The prompt describes a woman playing an instrument with a bow, which is typically associated with string instruments like the violin. Among the available models, the one",meta/llama-2-70b-chat
hellaswag.val.5313,mistralai/mistral-7b-chat,"C) [substeps] Look for one at local hardware stores, department stores, or online. [substeps] For instance, the jobsite boot scrubber brush mat, available online for approximately $17, is a door mat",WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.737,gpt-4-1106-preview,"B) Balderdash

Reasoning:
Among the given options, Balderdash is the game that relies on bluffing. Players must create plausible definitions for obscure words, and other players must guess",WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3702,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
hellaswag.val.6662,mistralai/mistral-7b-chat,A) Spray the solution all over your tub and scrub with a long handled bathtub cleaning tool which you can buy almost anywhere cleaning supplies are sold. Here are some other items you might want to help you clean.,mistralai/mistral-7b-chat
grade-school-math.dev.5353,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat
grade-school-math.dev.7313,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat
mmlu-high-school-biology.val.90,gpt-4-1106-preview,"gpt-4-1106-preview

Reasoning:
The prompt describes a scenario where a natural event (a thunderstorm) causes a change in the frequency of two types of fish in a pond,",mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.73,meta/code-llama-instruct-34b-chat,"meta/code-llama-instruct-34b-chat

Reasoning:
The prompt involves a legal scenario where the pedestrian may sue the boy for injuries sustained due to the boy's actions.",mistralai/mixtral-8x7b-chat
