sample_id,phi_prediction,phi_response,oracle_model_to_route
mmlu-professional-law.val.1247,mistralai/mixtral-8x7b-chat,B) WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.89,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4617,mistralai/mistral-7b-chat,"C) Resist the urge to interrupt what they're saying. [substeps] Let them get their entire message across before giving your response.
Reasoning:
The prompt is about how to accept an apology from a cow",zero-one-ai/Yi-34B-Chat
grade-school-math.dev.5357,gpt-4-1106-preview,gpt-4-1106-preview,meta/llama-2-70b-chat
hellaswag.val.2731,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9797,mistralai/mistral-7b-chat,"D) Read as much as you can, and most importantly, trust your gut. Below are some examples of poly-specific abuse patterns.

Reasoning:
The prompt is asking for guidance on how to address abuse in",zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.570,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,zero-one-ai/Yi-34B-Chat
hellaswag.val.1836,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2769,mistralai/mistral-7b-chat,"mistralai/mistral-7b-chat

Reasoning:
The prompt describes a scene that is likely to be accurately depicted by a model trained on a diverse dataset that includes images and descriptions of various scenarios",mistralai/mistral-7b-chat
mmlu-professional-law.val.485,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,claude-instant-v1
hellaswag.val.2850,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-business-ethics.val.54,meta/code-llama-instruct-34b-chat,"B) Ethics of duty, Ethics of rights and justice, Principle",WizardLM/WizardLM-13B-V1.2
bias_detection.dev.265,mistralai/mistral-7b-chat,"mistralai/mistral-7b-chat

Reasoning:
The sentence provided is a direct quote from a person, Marat Gabidullin, expressing his doubt about the group's existence without the leadership",no_model_correct
consensus_summary.dev.5,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,claude-v1
hellaswag.val.3051,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,meta/llama-2-70b-chat
hellaswag.val.5313,mistralai/mistral-7b-chat,"C) [substeps] Look for one at local hardware stores, department stores, or online. [substeps] For instance, the jobsite boot scrubber brush mat, available online for approximately $17, is a door mat",WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.737,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3702,meta/code-llama-instruct-34b-chat,"meta/code-llama-instruct-34b-chat

Reasoning:
The prompt requires a calculation to determine the cost savings between two options of tiles for retiling a bathroom. The model **meta",zero-one-ai/Yi-34B-Chat
hellaswag.val.6662,mistralai/mistral-7b-chat,A) Spray the solution all over your tub and scrub with a long handled bathtub cleaning tool which you can buy almost anywhere cleaning supplies are sold. Here are some other items you might want to help you clean.,mistralai/mistral-7b-chat
